Marca;Modelo;Combustible;Transmisión;Estado;Año matricula;Kilometraje;Potencia;Precio
Renault;Trafic;Diesel;Manual;Usado;03/2017;65035;95.0;13990.0
Ford;C-Max;Gasolina;Manual;Usado;10/2018;37170;125.0;13990.0
Opel;Zafira;Diesel;Manual;Usado;05/2017;94203;170.0;13990.0
Peugeot;3008;Diesel;Manual;Usado;02/2015;50050;120.0;13990.0
Volkswagen;Touran;Diesel;Manual;Usado;05/2012;59000;105.0;14209.0
Volkswagen;Touran;Diesel;Automática;Usado;07/2016;97456;116.0;14220.0
Dacia;Lodgy;Gasolina;Manual;Nuevo;09/2020;100;102.0;14349.0
Renault;Grand Scenic;Gasolina;Manual;Usado;07/2017;30044;116.0;14480.0
Dacia;Dokker;Gasolina;Manual;Nuevo;09/2020;10;131.0;14661.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;08/2017;39505;125.0;14669.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;07/2017;4800;86.0;14679.0
Fiat;Doblo;Gasolina;Manual;Usado;12/2019;600;120.0;14680.0
Peugeot;108;Gasolina;Manual;Usado;08/2016;38650;69.0;7990.0
Citroen;C1;Gasolina;Manual;Usado;08/2017;41160;82.0;7990.0
Ford;Ka/Ka+;Gasolina;Manual;Usado;11/2017;11481;86.0;7990.0
Volkswagen;up!;Gasolina;Manual;Usado;06/2017;44500;60.0;7990.0
Opel;Adam;Gasolina;Manual;Usado;12/2014;45200;87.0;7990.0
Volkswagen;up!;Gasolina;Automática;Usado;11/2014;50516;75.0;7999.0
smart;forFour;Gasolina;Manual;Usado;03/2018;33710;71.0;8170.0
SEAT;Mii;Gasolina;Automática;Usado;09/2017;24900;60.0;8190.0
Hyundai;i10;Gasolina;Manual;Usado;08/2015;40000;87.0;8191.0
Opel;Adam;Gasolina;Manual;Usado;05/2014;56500;87.0;8250.0
Opel;Karl;Gasolina;Manual;Usado;09/2017;8906;75.0;8250.0
Kia;Picanto;Gasolina;Manual;Usado;09/2016;29071;67.0;8279.0
Opel;Corsa;Gasolina;Manual;Usado;12/2016;34860;90.0;8280.0
Skoda;Citigo;Gasolina;Manual;Usado;06/2018;10500;60.0;8290.0
Opel;Corsa;Gasolina;Manual;Usado;04/2016;46673;90.0;8300.0
Toyota;Auris;Gasolina;Manual;Usado;08/2013;36000;99.0;8300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;6900;67.0;8380.0
Skoda;Fabia;Gasolina;Manual;Usado;12/2015;76700;90.0;8400.0
Mitsubishi;Space Star;Gasolina;Manual;Usado;06/2017;55000;80.0;8440.0
Hyundai;iX20;Gasolina;Manual;Usado;10/2014;75369;90.0;8450.0
Nissan;Micra;Gasolina;Manual;Usado;12/2015;89174;80.0;6950.0
Volkswagen;Golf Plus;Gasolina;Manual;Usado;11/2010;90000;105.0;6950.0
Volkswagen;up!;Gasolina;Manual;Usado;12/2015;35200;75.0;6950.0
Opel;Corsa;Gasolina;Manual;Usado;03/2014;79830;87.0;6970.0
Peugeot;208;Gasolina;Manual;Usado;10/2012;94965;120.0;6970.0
Nissan;Note;Gasolina;Manual;Usado;07/2014;94100;98.0;6970.0
Volkswagen;up!;Gasolina;Manual;Usado;08/2015;42386;75.0;6975.0
Dacia;Duster;Gasolina;Manual;Usado;08/2011;94209;105.0;6980.0
Ford;Focus;Gasolina;Manual;Usado;08/2014;52055;86.0;6980.0
Fiat;Grande Punto;Gasolina;Manual;Usado;09/2013;29210;69.0;6980.0
Renault;Twingo;Gasolina;Manual;Usado;07/2017;19896;69.0;6980.0
Opel;Meriva;Gasolina;Manual;Usado;03/2012;48125;101.0;6980.0
Opel;Astra;Gasolina;Manual;Usado;04/2012;96100;120.0;6980.0
Peugeot;108;Gasolina;Manual;Usado;05/2017;32577;69.0;6980.0
Renault;Clio;Diesel;Manual;Usado;03/2013;85600;90.0;6980.0
Peugeot;308;Gasolina;Automática;Usado;04/2011;79000;156.0;6980.0
Opel;Adam;Gasolina;Manual;Usado;07/2013;83872;69.0;6980.0
Volkswagen;up!;Gasolina;Manual;Usado;03/2017;72856;60.0;6983.0
Volkswagen;Polo;Gasolina;Manual;Usado;01/2013;60000;60.0;6985.0
Ford;Fiesta;Gasolina;Manual;Usado;03/2012;56900;82.0;6988.0
Audi;A7;Diesel;Automática;Usado;10/2016;71000;320.0;35950.0
Mercedes-Benz;C 180;Gasolina;Automática;Usado;02/2020;1230;156.0;35980.0
Ford;Mustang;Gasolina;Automática;Usado;09/2017;30339;421.0;35990.0
Volkswagen;Arteon;Gasolina;Automática;Usado;08/2019;18179;190.0;36710.0
Ford;Mustang;Gasolina;Manual;Usado;02/2016;28500;421.0;36870.0
Mercedes-Benz;C 300;Gasolina;Automática;Usado;08/2018;8240;258.0;36879.0
Volkswagen;Arteon;Gasolina;Automática;Usado;01/2019;14300;190.0;36955.0
Audi;TT;Gasolina;Automática;Usado;07/2019;8508;245.0;36980.0
Volkswagen;Arteon;Gasolina;Automática;Usado;08/2020;250;190.0;36990.0
Mercedes-Benz;C 300;Diesel;Automática;Usado;03/2019;20465;245.0;36990.0
Honda;Civic;Gasolina;Manual;Nuevo;09/2020;10;320.0;36995.0
Ford;Mustang;Gasolina;Manual;Usado;12/2017;18008;421.0;37290.0
Volkswagen;Arteon;Diesel;Automática;Usado;04/2017;18243;239.0;37370.0
Ford;Mustang;Gasolina;Manual;Usado;05/2016;31235;421.0;37490.0
Volkswagen;Arteon;Gasolina;Automática;Usado;06/2018;15000;190.0;37700.0
Ford;Mustang;Gasolina;Manual;Usado;08/2015;47547;421.0;37790.0
Audi;TT;Gasolina;Automática;Usado;03/2019;11260;197.0;37888.0
Audi;A5;Diesel;Automática;Usado;05/2017;46811;190.0;37980.0
Volkswagen;Arteon;Diesel;Automática;Usado;08/2020;10;190.0;37990.0
Ford;Mustang;Gasolina;Manual;Usado;06/2017;5116;421.0;38290.0
Renault;Kadjar;Gasolina;Manual;Usado;06/2015;68809;131.0;12990.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;04/2012;78721;160.0;12990.0
Honda;CR-V;Gasolina;Manual;Usado;09/2013;48876;155.0;12990.0
Jeep;Renegade;Gasolina;Manual;Usado;07/2016;74466;140.0;12990.0
Renault;Captur;Gasolina;Manual;Usado;08/2019;16000;90.0;12990.0
Opel;Mokka;Diesel;Manual;Usado;06/2015;71085;136.0;12990.0
BMW;X1;Gasolina;Manual;Usado;06/2012;83473;184.0;12990.0
Mitsubishi;ASX;Gasolina;Manual;Usado;02/2015;52962;117.0;12990.0
Renault;Captur;Gasolina;Manual;Usado;02/2018;17657;90.0;12990.0
Opel;Crossland X;Gasolina;Manual;Usado;10/2018;36900;83.0;12991.0
Skoda;Yeti;Gasolina;Manual;Usado;09/2014;51860;122.0;12997.0
BMW;X1;Diesel;Automática;Usado;04/2014;98000;143.0;12999.0
Kia;Sportage;Diesel;Automática;Usado;10/2012;60000;184.0;12999.0
Jeep;Renegade;Gasolina;Manual;Usado;08/2015;35500;110.0;13000.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;10;101.0;13106.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;10;101.0;13106.0
Fiat;500X;Gasolina;Automática;Usado;04/2016;57010;140.0;13190.0
Opel;Crossland X;Gasolina;Manual;Nuevo;09/2020;1;82.0;13200.0
Kia;Stonic;Gasolina;Manual;Nuevo;09/2020;5;84.0;13247.0
Opel;Mokka;Gasolina;Automática;Usado;12/2014;87483;140.0;13250.0
Skoda;Fabia;Diesel;Manual;Usado;04/2017;77195;90.0;11990.0
Renault;Clio;Gasolina;Manual;Usado;08/2019;9928;90.0;11990.0
Skoda;Superb;Gasolina;Automática;Usado;11/2010;93742;160.0;11990.0
Renault;Clio;Diesel;Manual;Usado;05/2018;23653;90.0;11990.0
Skoda;Fabia;Gasolina;Manual;Usado;12/2016;58100;110.0;11990.0
Mercedes-Benz;C 180;Gasolina;Manual;Usado;09/2011;98122;156.0;11990.0
Skoda;Fabia;Gasolina;Manual;Usado;08/2016;41599;90.0;11990.0
SEAT;Leon;Gasolina;Automática;Usado;04/2017;50636;116.0;11990.0
Renault;Clio;Gasolina;Manual;Usado;05/2019;21768;90.0;11990.0
Skoda;Fabia;Diesel;Manual;Usado;02/2017;86227;105.0;11990.0
Ford;Focus;Gasolina;Manual;Usado;04/2018;48548;101.0;11990.0
Mitsubishi;ASX;Gasolina;Manual;Usado;03/2016;82363;117.0;11990.0
Skoda;Rapid/Spaceback;Diesel;Automática;Usado;11/2016;40300;90.0;11990.0
Hyundai;i40;Diesel;Manual;Usado;05/2015;61600;136.0;11995.0
Opel;Astra;Gasolina;Manual;Usado;12/2017;39985;105.0;11995.0
Kia;Ceed SW / cee'd SW;Gasolina;Manual;Usado;08/2016;40300;101.0;11999.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;12090.0
Ford;Focus;Diesel;Automática;Usado;04/2018;78350;120.0;12100.0
SEAT;Leon;Gasolina;Manual;Usado;04/2017;32500;110.0;12220.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;12248.0
MINI;One;Gasolina;Manual;Usado;04/2015;89915;102.0;8980.0
Skoda;Fabia;Diesel;Manual;Usado;04/2015;32484;90.0;8980.0
Volvo;V40;Diesel;Manual;Usado;06/2013;94410;114.0;8980.0
Ford;Focus;Gasolina;Manual;Usado;10/2015;65367;101.0;8990.0
Opel;Corsa;Gasolina;Manual;Usado;06/2017;28106;90.0;8990.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;05/2016;49608;90.0;8990.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;20;65.0;8990.0
Opel;Corsa;Gasolina;Manual;Usado;04/2017;35594;90.0;8990.0
Ford;Focus;Gasolina;Manual;Usado;09/2013;62476;125.0;8990.0
Skoda;Fabia;Gasolina;Manual;Usado;06/2019;39503;60.0;8990.0
Dacia;Sandero;Diesel;Manual;Usado;03/2016;52107;90.0;8990.0
Hyundai;i20;Gasolina;Manual;Usado;02/2019;43300;75.0;8990.0
Opel;Corsa;Gasolina;Manual;Usado;04/2019;12593;90.0;8990.0
Alfa;Romeo Giulietta;Gasolina;Manual;Usado;04/2011;63000;120.0;8990.0
Fiat;Tipo;Gasolina;Manual;Usado;08/2016;15195;95.0;8990.0
Volkswagen;up!;Gasolina;Manual;Usado;02/2017;14284;75.0;8990.0
Opel;Astra;Gasolina;Manual;Usado;04/2013;47530;179.0;8990.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;44090;67.0;8990.0
Hyundai;i30;Gasolina;Manual;Usado;11/2014;56000;99.0;8997.0
Hyundai;i10;Gasolina;Manual;Nuevo;09/2020;100;67.0;9153.0
Dacia;Lodgy;Gasolina;Manual;Nuevo;09/2020;500;102.0;14690.0
Dacia;Lodgy;Gasolina;Manual;Nuevo;09/2020;100;131.0;14709.0
Mercedes-Benz;B 180;Gasolina;Automática;Usado;07/2014;60000;122.0;14750.0
Mercedes-Benz;B 200;Diesel;Manual;Usado;12/2017;95940;136.0;14750.0
Dacia;Lodgy;Gasolina;Manual;Usado;07/2018;22965;116.0;14751.0
Opel;Zafira Tourer;Gasolina;Manual;Usado;08/2016;63232;140.0;14770.0
Ford;C-Max;Diesel;Automática;Usado;04/2016;43397;120.0;14790.0
Volkswagen;Golf Sportsvan;Diesel;Manual;Usado;05/2016;34537;110.0;14810.0
BMW;216;Diesel;Manual;Usado;11/2017;28782;116.0;14840.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;06/2014;33411;150.0;14848.0
Opel;Zafira;Diesel;Manual;Usado;03/2017;60358;135.0;14850.0
Volkswagen;Touran;Diesel;Manual;Usado;01/2015;94463;140.0;14880.0
Opel;Zafira;Gasolina;Manual;Usado;06/2017;47870;140.0;14890.0
Volkswagen;Golf Sportsvan;Diesel;Automática;Usado;12/2014;13586;110.0;14890.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;02/2018;57539;131.0;14895.0
Volkswagen;Golf;Gasolina;Manual;Usado;05/2016;44138;150.0;14900.0
Renault;Scenic;Gasolina;Manual;Usado;11/2016;43200;132.0;14940.0
Ford;C-Max;Diesel;Automática;Usado;11/2015;49200;170.0;14950.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;06/2017;28500;110.0;14970.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;04/2017;72500;125.0;14970.0
Volkswagen;up!;Gasolina;Automática;Usado;10/2015;63850;75.0;8860.0
Hyundai;i10;Gasolina;Manual;Usado;01/2018;15800;67.0;8870.0
Hyundai;i10;Gasolina;Manual;Usado;11/2019;16460;67.0;8870.0
Fiat;500;Gasolina;Manual;Usado;01/2018;51200;69.0;8888.0
Volkswagen;Polo;Gasolina;Manual;Usado;07/2014;81650;90.0;8890.0
SEAT;Ibiza;Diesel;Manual;Usado;02/2016;97322;105.0;8895.0
Opel;Adam;Gasolina;Manual;Usado;04/2016;42200;87.0;8900.0
Skoda;Fabia;Gasolina;Manual;Usado;06/2017;15400;60.0;8933.0
Hyundai;i10;Gasolina;Manual;Usado;12/2019;16672;67.0;8940.0
Opel;Corsa;Gasolina;Manual;Usado;10/2017;52627;90.0;8940.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8945.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8945.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8945.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8945.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8945.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8945.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8945.0
Ford;Fiesta;Gasolina;Manual;Usado;09/2016;25539;80.0;8950.0
Volkswagen;Polo;Gasolina;Manual;Usado;07/2014;48881;75.0;8950.0
SEAT;Ibiza;Gasolina;Manual;Usado;12/2015;72218;90.0;8955.0
SEAT;Ibiza;Diesel;Manual;Usado;08/2015;57459;75.0;7280.0
Citroen;C1;Gasolina;Manual;Usado;02/2017;56550;69.0;7290.0
Volkswagen;up!;Gasolina;Manual;Usado;02/2016;71451;75.0;7290.0
Hyundai;i30;Gasolina;Manual;Usado;10/2014;59387;99.0;7290.0
Hyundai;i10;Gasolina;Manual;Usado;12/2015;49000;67.0;7290.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;77793;67.0;7300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;77569;67.0;7300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;75163;67.0;7300.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;76125;67.0;7300.0
Volkswagen;up!;Gasolina;Manual;Usado;07/2017;38969;60.0;7330.0
Citroen;DS3;Gasolina;Automática;Usado;05/2011;81489;120.0;7350.0
Opel;Corsa;Gasolina;Manual;Usado;10/2014;41285;69.0;7350.0
Ford;Fiesta;Gasolina;Manual;Usado;10/2014;80000;80.0;7390.0
Opel;Corsa;Gasolina;Manual;Usado;04/2018;46163;90.0;7390.0
Opel;Astra;Gasolina;Manual;Usado;06/2011;78000;120.0;7390.0
Hyundai;iX20;Gasolina;Manual;Usado;03/2014;99900;90.0;7399.0
Volkswagen;up!;Gasolina;Manual;Usado;10/2015;51400;60.0;7400.0
Opel;Adam;Gasolina;Manual;Usado;01/2013;82939;69.0;7410.0
Citroen;C1;Gasolina;Manual;Usado;05/2017;24600;69.0;7426.0
Volkswagen;up!;Gasolina;Manual;Usado;01/2017;42916;75.0;7444.0
Volkswagen;Arteon;Diesel;Automática;Usado;04/2017;18243;239.0;37370.0
Ford;Mustang;Gasolina;Manual;Usado;05/2016;31235;421.0;37490.0
Volkswagen;Arteon;Gasolina;Automática;Usado;06/2018;15000;190.0;37700.0
Ford;Mustang;Gasolina;Manual;Usado;08/2015;47547;421.0;37790.0
Mercedes-Benz;C 220;Diesel;Automática;Usado;07/2019;14400;194.0;37860.0
Audi;TT;Gasolina;Automática;Usado;03/2019;11260;197.0;37888.0
Volkswagen;Arteon;Diesel;Automática;Usado;10/2018;15000;190.0;37979.0
Audi;A5;Diesel;Automática;Usado;05/2017;46811;190.0;37980.0
Volkswagen;Arteon;Diesel;Automática;Usado;08/2020;10;190.0;37990.0
Ford;Mustang;Gasolina;Manual;Usado;06/2017;5116;421.0;38290.0
Audi;A7;Diesel;Automática;Usado;06/2017;19850;320.0;38422.0
Mercedes-Benz;GLC 250;Diesel;Automática;Usado;05/2018;65885;204.0;38770.0
Audi;A7;Diesel;Automática;Usado;10/2017;69400;326.0;38780.0
Audi;TT;Gasolina;Automática;Usado;03/2020;6339;197.0;38888.0
Ford;Mustang;Gasolina;Manual;Usado;12/2016;39700;421.0;38900.0
Audi;TT;Gasolina;Automática;Usado;05/2019;5646;245.0;38950.0
Chevrolet;Camaro;Gasolina;Automática;Usado;08/2017;53900;453.0;38990.0
BMW;440;Gasolina;Automática;Usado;08/2018;41855;326.0;39290.0
BMW;435;Gasolina;Automática;Usado;03/2016;39603;306.0;39460.0
Audi;TT;Gasolina;Automática;Usado;07/2019;7496;245.0;39650.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;01/2016;70500;125.0;13250.0
Renault;Captur;Gasolina;Manual;Usado;06/2017;17967;118.0;13290.0
Opel;Mokka;Gasolina;Manual;Usado;03/2014;83600;140.0;13290.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;03/2015;76247;122.0;13333.0
Renault;Captur;Gasolina;Manual;Usado;12/2019;13215;90.0;13390.0
Hyundai;iX35;Gasolina;Manual;Usado;03/2015;73456;166.0;13390.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;10;101.0;13398.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;10;101.0;13398.0
Land Rover;Rover Freelander;Diesel;Automática;Usado;03/2013;86800;150.0;13430.0
Kia;Sportage;Diesel;Manual;Usado;05/2015;89167;116.0;13440.0
Nissan;Qashqai;Gasolina;Manual;Usado;03/2016;36053;116.0;13440.0
Renault;Kadjar;Gasolina;Manual;Usado;11/2016;35191;131.0;13440.0
SEAT;Ateca;Gasolina;Manual;Usado;10/2017;65802;116.0;13440.0
Opel;Mokka;Gasolina;Manual;Usado;12/2015;53528;140.0;13445.0
BMW;X1;Gasolina;Automática;Usado;10/2011;95990;184.0;13450.0
Opel;Mokka;Diesel;Automática;Usado;05/2014;71017;131.0;13450.0
Ford;EcoSport;Gasolina;Manual;Usado;05/2016;48200;140.0;13460.0
Volkswagen;Tiguan;Diesel;Manual;Usado;09/2014;69416;110.0;13469.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;03/2015;68000;122.0;13470.0
Renault;Captur;Gasolina;Manual;Usado;09/2019;18859;90.0;13470.0
Skoda;Octavia;Gasolina;Automática;Usado;12/2014;95001;140.0;12450.0
Skoda;Octavia;Diesel;Manual;Usado;05/2017;93884;150.0;12470.0
BMW;316;Diesel;Automática;Usado;11/2013;80727;116.0;12477.0
Opel;Astra;Diesel;Manual;Usado;04/2017;99631;160.0;12480.0
Opel;Astra;Gasolina;Manual;Usado;05/2016;44080;105.0;12480.0
Opel;Mokka;Gasolina;Manual;Usado;08/2014;55900;140.0;12486.0
Hyundai;i30;Diesel;Automática;Usado;08/2015;66500;136.0;12490.0
Skoda;Octavia;Gasolina;Manual;Usado;03/2015;30240;105.0;12490.0
Opel;Astra;Diesel;Manual;Usado;05/2017;35570;110.0;12490.0
Ford;Focus;Gasolina;Manual;Usado;10/2015;49977;125.0;12490.0
Ford;Focus;Diesel;Manual;Usado;01/2014;59889;163.0;12490.0
Skoda;Superb;Gasolina;Automática;Usado;11/2011;70000;160.0;12499.0
Opel;Astra;Gasolina;Automática;Usado;04/2017;56716;105.0;12500.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;12525.0
Volkswagen;Golf Variant;Diesel;Automática;Usado;06/2017;89556;116.0;12604.0
Fiat;Panda;Gasolina;Manual;Usado;10/2019;10;69.0;12675.0
Skoda;Octavia;Diesel;Manual;Usado;01/2016;95112;110.0;12690.0
Volkswagen;Golf;Diesel;Automática;Usado;01/2016;86400;110.0;12699.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;12706.0
Hyundai;i10;Gasolina;Manual;Nuevo;09/2020;100;67.0;9153.0
Fiat;Tipo;Gasolina;Manual;Usado;08/2016;21400;95.0;9199.0
Hyundai;i10;Gasolina;Manual;Usado;04/2019;4999;67.0;9199.0
SEAT;Leon;Gasolina;Manual;Usado;03/2017;87800;86.0;9246.0
SEAT;Leon;Gasolina;Manual;Usado;03/2017;87800;86.0;9250.0
Volkswagen;Polo;Diesel;Manual;Usado;12/2016;38930;75.0;9251.0
BMW;116;Gasolina;Manual;Usado;02/2012;75578;122.0;9290.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;9338.0
SEAT;Leon;Gasolina;Manual;Usado;03/2017;87900;86.0;9350.0
Opel;Astra;Gasolina;Manual;Usado;04/2015;42520;120.0;9380.0
Volkswagen;up!;Gasolina;Manual;Usado;04/2019;9980;60.0;9380.0
Opel;Adam;Gasolina;Manual;Usado;05/2017;41900;69.0;9390.0
Skoda;Fabia;Gasolina;Manual;Usado;04/2019;32600;60.0;9390.0
Hyundai;i10;Gasolina;Manual;Usado;04/2019;4999;67.0;9399.0
Volkswagen;up!;Gasolina;Automática;Usado;08/2017;75299;60.0;9430.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;07/2016;66600;90.0;9430.0
Skoda;Rapid/Spaceback;Gasolina;Automática;Usado;01/2014;79850;122.0;9433.0
Skoda;Fabia;Gasolina;Manual;Usado;04/2019;2950;60.0;9450.0
Skoda;Fabia;Gasolina;Manual;Usado;04/2019;2950;60.0;9450.0
Volkswagen;Golf;Gasolina;Automática;Usado;08/2012;99101;122.0;9480.0
Volkswagen;Caddy;Diesel;Manual;Usado;05/2017;75170;75.0;13680.0
Opel;Zafira Tourer;Diesel;Manual;Usado;06/2016;63500;120.0;13690.0
Volkswagen;Touran;Diesel;Manual;Usado;05/2012;79999;105.0;13719.0
Renault;Scenic;Gasolina;Manual;Usado;09/2017;45000;116.0;13740.0
Renault;Kangoo;Gasolina;Manual;Usado;07/2017;13250;114.0;13745.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;04/2017;21998;86.0;13760.0
Ford;C-Max;Gasolina;Manual;Usado;05/2016;66250;150.0;13790.0
Peugeot;5008;Diesel;Manual;Usado;06/2016;35196;120.0;13799.0
Citroen;C4 Picasso;Diesel;Manual;Usado;09/2016;84262;120.0;13850.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;07/2015;94600;125.0;13870.0
Volkswagen;Caddy;Diesel;Manual;Usado;02/2016;80615;102.0;13880.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;01/2016;35010;110.0;13880.0
Mercedes-Benz;B 180;Gasolina;Manual;Usado;07/2014;69987;122.0;13886.0
BMW;216;Diesel;Manual;Usado;11/2017;50207;116.0;13890.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;09/2014;96322;150.0;13895.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;08/2014;33200;125.0;13900.0
Mercedes-Benz;Citan;Diesel;Manual;Usado;11/2017;31500;110.0;13900.0
Volkswagen;Caddy;Gasolina;Manual;Usado;03/2016;84590;125.0;13940.0
Ford;C-Max;Gasolina;Manual;Usado;05/2017;13394;101.0;13950.0
Volkswagen;Touran;Diesel;Automática;Usado;08/2015;92315;140.0;13950.0
Ford;B-Max;Gasolina;Manual;Usado;12/2012;82800;120.0;8500.0
smart;forFour;Gasolina;Manual;Usado;02/2019;42485;71.0;8590.0
Hyundai;i10;Gasolina;Manual;Usado;10/2019;11758;67.0;8590.0
Hyundai;i10;Gasolina;Manual;Usado;09/2018;19500;67.0;8591.0
Volkswagen;Polo;Gasolina;Manual;Usado;04/2016;69684;75.0;8630.0
Opel;Corsa;Gasolina;Manual;Usado;06/2017;33838;90.0;8650.0
Citroen;C1;Gasolina;Manual;Nuevo;09/2020;100;72.0;8722.0
Volkswagen;Polo;Gasolina;Manual;Usado;02/2014;68300;90.0;8740.0
Volkswagen;up!;Gasolina;Automática;Usado;03/2014;68009;75.0;8740.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8745.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8745.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8745.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8745.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8745.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;10;65.0;8745.0
Opel;Adam;Gasolina;Manual;Usado;06/2014;37258;87.0;8750.0
Opel;Adam;Gasolina;Manual;Usado;08/2017;27275;69.0;8750.0
Ford;Fiesta;Gasolina;Manual;Usado;05/2016;46645;101.0;8750.0
Fiat;Punto;Gasolina;Manual;Usado;10/2017;30534;69.0;8765.0
Opel;Corsa;Diesel;Manual;Usado;01/2017;95685;75.0;7445.0
Opel;Corsa;Gasolina;Manual;Usado;07/2017;62839;90.0;7450.0
Skoda;Citigo;Gasolina;Manual;Usado;01/2018;25968;60.0;7450.0
Skoda;Citigo;Gasolina;Manual;Usado;01/2018;25968;60.0;7450.0
Volvo;C30;Diesel;Manual;Usado;08/2012;88700;114.0;7450.0
Kia;Picanto;Gasolina;Manual;Usado;10/2016;20751;65.0;7450.0
Renault;Clio;Gasolina;Manual;Usado;01/2014;73691;73.0;7450.0
DS;Automobiles DS 3;Gasolina;Manual;Usado;03/2016;67000;82.0;7450.0
Opel;Corsa;Gasolina;Manual;Usado;03/2017;47365;69.0;7450.0
Toyota;Aygo;Gasolina;Manual;Usado;12/2016;41854;69.0;7450.0
Fiat;500;Gasolina;Manual;Usado;11/2014;55688;69.0;7450.0
SEAT;Mii;Gasolina;Manual;Usado;06/2016;47970;60.0;7460.0
Hyundai;i10;Gasolina;Manual;Usado;06/2015;34595;87.0;7470.0
Volkswagen;Polo;Gasolina;Manual;Usado;03/2011;79967;86.0;7480.0
Volkswagen;up!;Gasolina;Manual;Usado;07/2017;55651;60.0;7480.0
Kia;Picanto;Gasolina;Manual;Usado;03/2015;41941;69.0;7480.0
Volkswagen;up!;Gasolina;Manual;Usado;03/2017;32234;60.0;7480.0
Hyundai;iX20;Gasolina;Manual;Usado;09/2014;86180;90.0;7490.0
Renault;Twingo;Gasolina;Manual;Usado;07/2017;18758;69.0;7490.0
Skoda;Fabia;Gasolina;Manual;Usado;08/2013;37800;86.0;7490.0
Audi;A5;Diesel;Automática;Usado;10/2019;11150;190.0;41710.0
Audi;S5;Gasolina;Automática;Usado;04/2017;51785;354.0;41790.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;100;450.0;41800.0
Mercedes-Benz;C 300;Gasolina;Automática;Usado;03/2019;25909;258.0;41870.0
Mercedes-Benz;GLE 350;Diesel;Automática;Usado;09/2015;86080;258.0;41870.0
Mercedes-Benz;E 220;Diesel;Automática;Usado;05/2018;59931;194.0;41900.0
BMW;650;Gasolina;Automática;Usado;04/2017;99100;449.0;41900.0
Mercedes-Benz;GLC 220;Diesel;Automática;Usado;05/2019;13999;170.0;41948.0
Audi;S7;Gasolina;Automática;Usado;01/2015;51000;450.0;41950.0
Ford;Mustang;Gasolina;Automática;Usado;03/2019;9985;450.0;41980.0
Mercedes-Benz;E 300;Gasolina;Automática;Usado;10/2018;16284;245.0;41990.0
